Transaction_ID,Student_ID,Student_Name,Book_ID,Book_Title,Issue_Date,Due_Date,Return_Date,Fine_Amount,Status
LIB465,STU0656,Om Biswas,BK169,Human Resource Management,2026-02-25,2026-03-11,2026-07-19,500,Returned
LIB466,STU0658,Jasmit Chokshi,BK043,DBMS,2026-05-14,2026-05-28,,500,Overdue
LIB467,STU0659,Naveen Babu,BK095,Fundamentals of Cloud Computing,2026-03-10,2026-03-24,2026-06-04,500,Returned
LIB468,STU0659,Naveen Babu,BK081,Introduction to Machine Learning,2026-06-06,2026-06-20,2026-06-28,80,Returned
LIB469,STU0662,Sneha Zachariah,BK054,Discrete Mathematics,2026-04-29,2026-05-13,,500,Overdue
LIB470,STU0668,Januja Choudhry,BK133,Financial Accounting Concepts,2026-04-02,2026-04-16,2026-06-13,500,Returned
LIB471,STU0668,Januja Choudhry,BK241,Introduction to Financial Management,2026-04-23,2026-05-07,2026-05-31,240,Returned
LIB472,STU0672,Maanas Chaudhari,BK205,Strategic Management Essentials,2026-05-15,2026-05-29,,500,Overdue
LIB473,STU0672,Maanas Chaudhari,BK245,Advanced Operations Management,2026-06-23,2026-07-07,2026-06-25,0,Returned
LIB474,STU0677,Abhiram Dada,BK127,DevOps,2026-05-11,2026-05-25,2026-07-21,500,Returned
LIB475,STU0677,Abhiram Dada,BK102,Artificial Intelligence Concepts,2026-03-07,2026-03-21,2026-06-04,500,Returned
LIB476,STU0678,Chatresh Sodhi,BK217,Project Management,2026-04-08,2026-04-22,,500,Overdue
LIB477,STU0678,Chatresh Sodhi,BK085,Compiler Design Essentials,2026-02-13,2026-02-27,2026-04-23,500,Returned
LIB478,STU0678,Chatresh Sodhi,BK177,Introduction to Operations Management,2026-05-12,2026-05-26,2026-07-14,490,Returned
LIB479,STU0680,Om Patla,BK070,Web Technologies Concepts,2026-02-19,2026-03-05,,500,Overdue
LIB480,STU0680,Om Patla,BK006,Fundamentals of Physics,2026-04-05,2026-04-19,2026-04-22,30,Returned
LIB481,STU0680,Om Patla,BK168,Fundamentals of Environmental Studies,2026-05-20,2026-06-03,,500,Overdue
LIB482,STU0682,Kiaan Mohanty,BK117,Advanced Deep Learning,2026-03-09,2026-03-23,2026-07-03,500,Returned
LIB483,STU0682,Kiaan Mohanty,BK075,Microprocessors Concepts,2026-06-28,2026-07-12,,110,Overdue
LIB484,STU0682,Kiaan Mohanty,BK074,Microprocessors Essentials,2026-05-16,2026-05-30,2026-06-06,70,Returned
LIB485,STU0685,Oni Bava,BK228,Introduction to Accounting for Managers,2026-05-23,2026-06-06,2026-06-06,0,Returned
LIB486,STU0685,Oni Bava,BK027,Data Structures Essentials,2026-06-14,2026-06-28,2026-07-02,40,Returned
LIB487,STU0685,Oni Bava,BK242,Financial Management,2026-04-21,2026-05-05,,500,Overdue
LIB488,STU0689,Frederick Sarkar,BK187,Introduction to Research Methodology,2026-02-15,2026-03-01,2026-04-09,390,Returned
LIB489,STU0689,Frederick Sarkar,BK104,Advanced Artificial Intelligence,2026-03-06,2026-03-20,2026-06-21,500,Returned
LIB490,STU0692,Amaira Bhakta,BK102,Artificial Intelligence Concepts,2026-04-09,2026-04-23,2026-06-28,500,Returned
LIB491,STU0692,Amaira Bhakta,BK085,Compiler Design Essentials,2026-06-10,2026-06-24,,290,Overdue
LIB492,STU0692,Amaira Bhakta,BK155,Organizational Behaviour Essentials,2026-01-28,2026-02-11,2026-04-06,500,Returned
LIB493,STU0694,Banjeet Pingle,BK182,Entrepreneurship Essentials,2026-03-05,2026-03-19,2026-07-22,500,Returned
LIB494,STU0694,Banjeet Pingle,BK261,Strategic Management Concepts,2026-06-12,2026-06-26,2026-06-16,0,Returned
LIB495,STU0696,Yutika Varughese,BK230,Advanced Organizational Behaviour,2026-01-25,2026-02-08,2026-05-30,500,Returned
LIB496,STU0696,Yutika Varughese,BK251,Introduction to HR Management,2026-06-19,2026-07-03,2026-06-29,0,Returned
LIB497,STU0696,Yutika Varughese,BK041,Advanced DBMS,2026-03-16,2026-03-30,2026-05-10,410,Returned
LIB498,STU0698,Shivansh Bala,BK173,Financial Management Essentials,2026-02-21,2026-03-07,2026-04-17,410,Returned
LIB499,STU0699,Matthew Gola,BK009,Programming for Problem Solving Essentials,2026-04-07,2026-04-21,2026-05-28,370,Returned
LIB500,STU0702,Mohini Chadha,BK227,Accounting for Managers Concepts,2026-02-23,2026-03-09,2026-04-08,300,Returned
LIB501,STU0702,Mohini Chadha,BK114,Introduction to IoT,2026-03-13,2026-03-27,,500,Overdue
LIB502,STU0702,Mohini Chadha,BK076,Advanced Microprocessors,2026-03-22,2026-04-05,2026-04-01,0,Returned
LIB503,STU0708,Azad Suri,BK075,Microprocessors Concepts,2026-03-13,2026-03-27,2026-04-25,290,Returned
LIB504,STU0708,Azad Suri,BK024,Mathematics-II Essentials,2026-04-23,2026-05-07,2026-07-04,500,Returned
LIB505,STU0709,Dev Mukhopadhyay,BK059,Java Programming Concepts,2026-02-21,2026-03-07,2026-03-18,110,Returned
LIB506,STU0710,Neha Dyal,BK096,Introduction to Cloud Computing,2026-05-22,2026-06-05,2026-06-28,230,Returned
LIB507,STU0722,Amruta Gola,BK083,Machine Learning Essentials,2026-05-30,2026-06-13,2026-06-26,130,Returned
LIB508,STU0722,Amruta Gola,BK020,Fundamentals of English Communication,2026-03-21,2026-04-04,,500,Overdue
LIB509,STU0722,Amruta Gola,BK066,Design & Analysis of Algorithms Essentials,2026-05-28,2026-06-11,2026-06-05,0,Returned
LIB510,STU0726,Yauvani Jain,BK247,Fundamentals of Operations Management,2026-04-13,2026-04-27,2026-05-03,60,Returned
LIB511,STU0726,Yauvani Jain,BK132,Introduction to Business Communication,2026-03-01,2026-03-15,,500,Overdue
LIB512,STU0726,Yauvani Jain,BK004,Introduction to Mathematics-I,2026-04-02,2026-04-16,2026-06-23,500,Returned
LIB513,STU0728,Wishi Naik,BK032,Digital Electronics Essentials,2026-03-15,2026-03-29,2026-05-19,500,Returned
LIB514,STU0728,Wishi Naik,BK160,Introduction to Business Law,2026-01-26,2026-02-09,2026-04-14,500,Returned
LIB515,STU0729,Frado Zacharia,BK144,Introduction to Business Mathematics,2026-04-18,2026-05-02,2026-07-14,500,Returned
LIB516,STU0729,Frado Zacharia,BK139,Business Economics,2026-04-07,2026-04-21,2026-07-10,500,Returned
LIB517,STU0731,Daksha Gopal,BK186,Research Methodology Concepts,2026-02-17,2026-03-03,2026-03-16,130,Returned
LIB518,STU0731,Daksha Gopal,BK262,Introduction to Strategic Management,2026-04-04,2026-04-18,2026-07-06,500,Returned
LIB519,STU0731,Daksha Gopal,BK116,IoT Essentials,2026-04-16,2026-04-30,,500,Overdue
LIB520,STU0733,Manbir Chaudhuri,BK024,Mathematics-II Essentials,2026-03-12,2026-03-26,2026-04-20,250,Returned
LIB521,STU0735,Girish Lad,BK261,Strategic Management Concepts,2026-05-23,2026-06-06,,470,Overdue
LIB522,STU0735,Girish Lad,BK102,Artificial Intelligence Concepts,2026-04-28,2026-05-12,2026-05-21,90,Returned
LIB523,STU0735,Girish Lad,BK109,Mobile Computing Essentials,2026-02-09,2026-02-23,2026-05-24,500,Returned
LIB524,STU0739,Lopa Cherian,BK218,Project Management Concepts,2026-05-14,2026-05-28,,500,Overdue
LIB525,STU0739,Lopa Cherian,BK092,Introduction to Computer Graphics,2026-02-05,2026-02-19,2026-06-30,500,Returned
LIB526,STU0739,Lopa Cherian,BK073,Fundamentals of Microprocessors,2026-06-14,2026-06-28,2026-07-01,30,Returned
LIB527,STU0742,Ayaan Brahmbhatt,BK080,Fundamentals of Probability & Statistics,2026-03-27,2026-04-10,2026-05-05,250,Returned
LIB528,STU0742,Ayaan Brahmbhatt,BK235,Marketing Management Essentials,2026-05-27,2026-06-10,,430,Overdue
LIB529,STU0742,Ayaan Brahmbhatt,BK207,Strategic Management,2026-04-24,2026-05-08,2026-06-23,460,Returned
LIB530,STU0743,Bachittar Narain,BK150,Advanced Marketing Management,2026-02-08,2026-02-22,2026-03-21,270,Returned
LIB531,STU0743,Bachittar Narain,BK205,Strategic Management Essentials,2026-05-13,2026-05-27,2026-07-17,500,Returned
LIB532,STU0743,Bachittar Narain,BK267,International Business Essentials,2026-06-01,2026-06-15,,380,Overdue
LIB533,STU0747,Anusha More,BK151,Introduction to Marketing Management,2026-04-18,2026-05-02,,500,Overdue
LIB534,STU0747,Anusha More,BK175,Introduction to Financial Management,2026-01-28,2026-02-11,2026-05-01,500,Returned
LIB535,STU0748,Varenya Char,BK178,Operations Management Essentials,2026-04-25,2026-05-09,2026-05-20,110,Returned
LIB536,STU0749,Laksh Kapadia,BK056,Discrete Mathematics Essentials,2026-03-26,2026-04-09,2026-06-28,500,Returned
LIB537,STU0751,Vrinda Grewal,BK259,Advanced Business Communication,2026-02-02,2026-02-16,,500,Overdue
LIB538,STU0751,Vrinda Grewal,BK246,Operations Management Concepts,2026-04-22,2026-05-06,2026-04-22,0,Returned
LIB539,STU0751,Vrinda Grewal,BK234,Marketing Management Concepts,2026-05-11,2026-05-25,2026-06-29,350,Returned
LIB540,STU0752,Omaja Venkatesh,BK223,Managerial Economics Essentials,2026-02-10,2026-02-24,2026-06-19,500,Returned
LIB541,STU0752,Omaja Venkatesh,BK035,Fundamentals of Environmental Studies,2026-02-22,2026-03-08,2026-04-20,430,Returned
LIB542,STU0753,Nimrat Prabhu,BK141,Business Mathematics,2026-05-01,2026-05-15,2026-05-07,0,Returned
LIB543,STU0755,Nathaniel Shah,BK098,Introduction to Cyber Security,2026-05-23,2026-06-06,2026-06-09,30,Returned
LIB544,STU0756,Christopher Kurian,BK220,Fundamentals of Project Management,2026-03-02,2026-03-16,2026-06-10,500,Returned
LIB545,STU0759,Jeevika More,BK008,Advanced Physics,2026-03-29,2026-04-12,2026-07-19,500,Returned
LIB546,STU0759,Jeevika More,BK076,Advanced Microprocessors,2026-04-27,2026-05-11,2026-06-19,390,Returned
LIB547,STU0761,Omisha Ramakrishnan,BK225,Accounting for Managers Essentials,2026-06-26,2026-07-10,2026-06-26,0,Returned
LIB548,STU0761,Omisha Ramakrishnan,BK067,Advanced Design & Analysis of Algorithms,2026-02-09,2026-02-23,2026-04-02,380,Returned
LIB549,STU0761,Omisha Ramakrishnan,BK242,Financial Management,2026-05-03,2026-05-17,2026-06-01,150,Returned
LIB550,STU0764,Oeshi Datta,BK177,Introduction to Operations Management,2026-04-13,2026-04-27,2026-04-30,30,Returned
LIB551,STU0764,Oeshi Datta,BK072,Fundamentals of Web Technologies,2026-05-15,2026-05-29,2026-07-17,490,Returned
LIB552,STU0764,Oeshi Datta,BK099,Cyber Security Essentials,2026-03-01,2026-03-15,2026-05-24,500,Returned
LIB553,STU0765,Bakhshi Shanker,BK197,Business Ethics Essentials,2026-06-18,2026-07-02,,210,Overdue
LIB554,STU0765,Bakhshi Shanker,BK232,Organizational Behaviour,2026-05-25,2026-06-08,2026-07-10,320,Returned
LIB555,STU0766,Yashawini Seth,BK268,Fundamentals of International Business,2026-05-21,2026-06-04,2026-05-25,0,Returned
LIB556,STU0767,Yutika Sane,BK134,Fundamentals of Financial Accounting,2026-04-26,2026-05-10,2026-05-06,0,Returned
LIB557,STU0768,Ekanta Kaur,BK242,Financial Management,2026-03-15,2026-03-29,2026-05-25,500,Returned
LIB558,STU0768,Ekanta Kaur,BK187,Introduction to Research Methodology,2026-04-27,2026-05-11,2026-07-15,500,Returned
LIB559,STU0769,Sathvik Pandya,BK040,Python Programming Essentials,2026-03-27,2026-04-10,2026-06-20,500,Returned
LIB560,STU0769,Sathvik Pandya,BK225,Accounting for Managers Essentials,2026-06-01,2026-06-15,,380,Overdue
LIB561,STU0774,Sudiksha Barad,BK151,Introduction to Marketing Management,2026-05-31,2026-06-14,2026-07-06,220,Returned
LIB562,STU0774,Sudiksha Barad,BK091,Computer Graphics,2026-06-23,2026-07-07,2026-06-23,0,Returned
LIB563,STU0774,Sudiksha Barad,BK005,Physics Concepts,2026-03-30,2026-04-13,2026-06-11,500,Returned
LIB564,STU0775,Wishi Murthy,BK185,Advanced Research Methodology,2026-03-19,2026-04-02,2026-06-17,500,Returned
LIB565,STU0775,Wishi Murthy,BK049,Advanced Computer Networks,2026-06-08,2026-06-22,2026-07-20,280,Returned
LIB566,STU0782,Champak Agate,BK078,Probability & Statistics,2026-03-27,2026-04-10,2026-05-02,220,Returned
LIB567,STU0783,Onveer Bhatti,BK081,Introduction to Machine Learning,2026-01-31,2026-02-14,2026-06-26,500,Returned
LIB568,STU0783,Onveer Bhatti,BK154,Organizational Behaviour Concepts,2026-05-29,2026-06-12,,410,Overdue
LIB569,STU0784,Raagini Nadig,BK212,Supply Chain Management Essentials,2026-05-15,2026-05-29,2026-06-28,300,Returned
LIB570,STU0788,Aishani Nadig,BK242,Financial Management,2026-03-05,2026-03-19,,500,Overdue
LIB571,STU0791,Arya Misra,BK005,Physics Concepts,2026-06-04,2026-06-18,2026-06-09,0,Returned
LIB572,STU0791,Arya Misra,BK217,Project Management,2026-02-12,2026-02-26,,500,Overdue
LIB573,STU0791,Arya Misra,BK004,Introduction to Mathematics-I,2026-04-04,2026-04-18,2026-05-25,370,Returned
LIB574,STU0792,Jackson Wadhwa,BK020,Fundamentals of English Communication,2026-04-24,2026-05-08,2026-05-06,0,Returned
LIB575,STU0792,Jackson Wadhwa,BK122,Blockchain Concepts,2026-03-05,2026-03-19,2026-05-29,500,Returned
LIB576,STU0796,Laban Sekhon,BK041,Advanced DBMS,2026-04-12,2026-04-26,2026-06-18,500,Returned
LIB577,STU0796,Laban Sekhon,BK052,Introduction to Computer Networks,2026-06-09,2026-06-23,2026-06-16,0,Returned
LIB578,STU0802,Warda Bava,BK223,Managerial Economics Essentials,2026-06-18,2026-07-02,2026-06-25,0,Returned
LIB579,STU0802,Warda Bava,BK120,Deep Learning,2026-02-19,2026-03-05,2026-03-13,80,Returned
LIB580,STU0802,Warda Bava,BK188,Research Methodology Essentials,2026-05-18,2026-06-01,,500,Overdue
LIB581,STU0807,Jhalak Devan,BK064,Software Engineering Concepts,2026-04-25,2026-05-09,2026-05-28,190,Returned
LIB582,STU0807,Jhalak Devan,BK194,Fundamentals of International Business,2026-02-26,2026-03-12,2026-07-19,500,Returned
LIB583,STU0807,Jhalak Devan,BK141,Business Mathematics,2026-04-29,2026-05-13,2026-06-18,360,Returned
LIB584,STU0808,Farhan Misra,BK129,Fundamentals of Business Communication,2026-06-11,2026-06-25,2026-07-08,130,Returned
LIB585,STU0809,Isaac Borde,BK149,Fundamentals of Marketing Management,2026-05-15,2026-05-29,,500,Overdue
LIB586,STU0812,Aahana Pillai,BK159,Business Law Essentials,2026-05-07,2026-05-21,,500,Overdue
LIB587,STU0813,Sneha Soni,BK109,Mobile Computing Essentials,2026-06-22,2026-07-06,2026-07-20,140,Returned
LIB588,STU0813,Sneha Soni,BK259,Advanced Business Communication,2026-03-25,2026-04-08,2026-06-23,500,Returned
LIB589,STU0813,Sneha Soni,BK163,Business Statistics Concepts,2026-05-31,2026-06-14,2026-06-27,130,Returned
LIB590,STU0814,Yuvraj Narang,BK028,Fundamentals of Data Structures,2026-04-14,2026-04-28,2026-06-12,450,Returned
LIB591,STU0814,Yuvraj Narang,BK220,Fundamentals of Project Management,2026-02-07,2026-02-21,2026-04-10,480,Returned
LIB592,STU0820,Sathvik Bhatia,BK151,Introduction to Marketing Management,2026-04-01,2026-04-15,,500,Overdue
LIB593,STU0820,Sathvik Bhatia,BK183,Introduction to Entrepreneurship,2026-04-30,2026-05-14,2026-05-23,90,Returned
LIB594,STU0823,Victor Gera,BK216,Business Analytics Concepts,2026-04-30,2026-05-14,2026-05-11,0,Returned
LIB595,STU0823,Victor Gera,BK217,Project Management,2026-04-16,2026-04-30,2026-05-27,270,Returned
LIB596,STU0824,Mahika Barad,BK159,Business Law Essentials,2026-03-07,2026-03-21,,500,Overdue
LIB597,STU0824,Mahika Barad,BK096,Introduction to Cloud Computing,2026-02-22,2026-03-08,2026-03-18,100,Returned
LIB598,STU0824,Mahika Barad,BK055,Fundamentals of Discrete Mathematics,2026-06-09,2026-06-23,,300,Overdue
LIB599,STU0826,Dhriti Buch,BK125,Fundamentals of DevOps,2026-05-13,2026-05-27,2026-06-21,250,Returned
LIB600,STU0832,Gautami Viswanathan,BK180,Operations Management,2026-04-15,2026-04-29,2026-07-18,500,Returned
LIB601,STU0832,Gautami Viswanathan,BK123,Blockchain,2026-01-29,2026-02-12,2026-03-27,430,Returned
LIB602,STU0832,Gautami Viswanathan,BK170,Human Resource Management Essentials,2026-04-11,2026-04-25,2026-06-30,500,Returned
LIB603,STU0835,Lipika Chhabra,BK131,Business Communication,2026-06-20,2026-07-04,2026-06-21,0,Returned
LIB604,STU0837,Samar Dubey,BK125,Fundamentals of DevOps,2026-04-28,2026-05-12,2026-06-02,210,Returned
LIB605,STU0837,Samar Dubey,BK023,Fundamentals of Mathematics-II,2026-04-23,2026-05-07,,500,Overdue
LIB606,STU0839,Isha Sundaram,BK208,Strategic Management Concepts,2026-05-22,2026-06-05,,480,Overdue
LIB607,STU0839,Isha Sundaram,BK263,Strategic Management Essentials,2026-05-08,2026-05-22,2026-07-09,480,Returned
LIB608,STU0840,Ayushman Gokhale,BK139,Business Economics,2026-02-04,2026-02-18,2026-05-01,500,Returned
LIB609,STU0843,Manan Purohit,BK092,Introduction to Computer Graphics,2026-05-17,2026-05-31,,500,Overdue
LIB610,STU0843,Manan Purohit,BK098,Introduction to Cyber Security,2026-05-24,2026-06-07,2026-07-14,370,Returned
LIB611,STU0843,Manan Purohit,BK262,Introduction to Strategic Management,2026-02-14,2026-02-28,2026-05-07,500,Returned
LIB612,STU0844,Siddharth Khurana,BK262,Introduction to Strategic Management,2026-02-22,2026-03-08,,500,Overdue
LIB613,STU0845,Vyanjana Bhalla,BK002,Advanced Mathematics-I,2026-02-03,2026-02-17,,500,Overdue
LIB614,STU0845,Vyanjana Bhalla,BK074,Microprocessors Essentials,2026-04-19,2026-05-03,2026-06-09,370,Returned
LIB615,STU0851,Oeshi Sood,BK059,Java Programming Concepts,2026-05-30,2026-06-13,2026-07-19,360,Returned
LIB616,STU0851,Oeshi Sood,BK203,Introduction to E-Commerce,2026-02-02,2026-02-16,2026-07-17,500,Returned
LIB617,STU0851,Oeshi Sood,BK204,E-Commerce Concepts,2026-04-02,2026-04-16,2026-04-11,0,Returned
LIB618,STU0852,Jyoti Tailor,BK079,Probability & Statistics Concepts,2026-01-29,2026-02-12,2026-04-13,500,Returned
LIB619,STU0852,Jyoti Tailor,BK004,Introduction to Mathematics-I,2026-04-19,2026-05-03,2026-07-06,500,Returned
LIB620,STU0853,Rehaan Oak,BK158,Business Law Concepts,2026-01-28,2026-02-11,2026-06-20,500,Returned
LIB621,STU0853,Rehaan Oak,BK011,Programming for Problem Solving Concepts,2026-04-29,2026-05-13,2026-05-25,120,Returned
LIB622,STU0856,Girindra Ahuja,BK229,Introduction to Organizational Behaviour,2026-05-18,2026-06-01,2026-06-19,180,Returned
LIB623,STU0861,Garima Kumer,BK092,Introduction to Computer Graphics,2026-06-15,2026-06-29,,240,Overdue
LIB624,STU0866,Ikbal Kohli,BK255,Advanced Business Analytics,2026-02-10,2026-02-24,2026-05-06,500,Returned
LIB625,STU0866,Ikbal Kohli,BK212,Supply Chain Management Essentials,2026-06-19,2026-07-03,2026-07-02,0,Returned
LIB626,STU0873,Vasudha Borah,BK263,Strategic Management Essentials,2026-01-28,2026-02-11,2026-04-19,500,Returned
LIB627,STU0873,Vasudha Borah,BK191,Advanced Consumer Behaviour,2026-04-05,2026-04-19,2026-07-21,500,Returned
LIB628,STU0873,Vasudha Borah,BK178,Operations Management Essentials,2026-04-28,2026-05-12,2026-06-28,470,Returned
LIB629,STU0877,Charles Bandi,BK061,Advanced Software Engineering,2026-02-12,2026-02-26,,500,Overdue
LIB630,STU0879,Zarna Borah,BK054,Discrete Mathematics,2026-04-21,2026-05-05,2026-06-18,440,Returned
LIB631,STU0879,Zarna Borah,BK073,Fundamentals of Microprocessors,2026-05-24,2026-06-07,2026-06-01,0,Returned
LIB632,STU0880,Barkha Sodhi,BK136,Financial Accounting Essentials,2026-01-25,2026-02-08,2026-02-23,150,Returned
LIB633,STU0880,Barkha Sodhi,BK127,DevOps,2026-06-25,2026-07-09,2026-07-22,130,Returned
LIB634,STU0882,Ekalinga Deep,BK029,Digital Electronics Concepts,2026-03-01,2026-03-15,,500,Overdue
LIB635,STU0882,Ekalinga Deep,BK131,Business Communication,2026-05-31,2026-06-14,,390,Overdue
LIB636,STU0886,Ira Shan,BK063,Software Engineering Essentials,2026-04-04,2026-04-18,2026-06-11,500,Returned
LIB637,STU0887,Kiaan Parmar,BK034,Environmental Studies Essentials,2026-03-31,2026-04-14,,500,Overdue
LIB638,STU0887,Kiaan Parmar,BK008,Advanced Physics,2026-03-16,2026-03-30,2026-04-05,60,Returned
LIB639,STU0894,Chanchal Balay,BK150,Advanced Marketing Management,2026-06-08,2026-06-22,2026-07-05,130,Returned
LIB640,STU0894,Chanchal Balay,BK243,Financial Management Concepts,2026-05-24,2026-06-07,2026-06-05,0,Returned
LIB641,STU0898,Irya Borra,BK263,Strategic Management Essentials,2026-06-18,2026-07-02,,210,Overdue
LIB642,STU0899,Pavani Memon,BK178,Operations Management Essentials,2026-04-28,2026-05-12,,500,Overdue
LIB643,STU0899,Pavani Memon,BK228,Introduction to Accounting for Managers,2026-06-26,2026-07-10,2026-07-10,0,Returned
LIB644,STU0899,Pavani Memon,BK042,DBMS Essentials,2026-06-15,2026-06-29,2026-06-27,0,Returned
LIB645,STU0902,Hamsini Mody,BK086,Introduction to Compiler Design,2026-03-13,2026-03-27,2026-04-21,250,Returned
LIB646,STU0902,Hamsini Mody,BK184,Fundamentals of Entrepreneurship,2026-03-18,2026-04-01,2026-05-24,500,Returned
LIB647,STU0913,Upasna Modi,BK157,Fundamentals of Business Law,2026-05-29,2026-06-12,2026-06-22,100,Returned
LIB648,STU0913,Upasna Modi,BK040,Python Programming Essentials,2026-02-26,2026-03-12,2026-03-21,90,Returned
LIB649,STU0913,Upasna Modi,BK190,Consumer Behaviour Concepts,2026-04-06,2026-04-20,2026-07-08,500,Returned
LIB650,STU0920,Abeer Khanna,BK108,Big Data Analytics,2026-02-16,2026-03-02,2026-02-24,0,Returned
LIB651,STU0920,Abeer Khanna,BK045,Operating Systems Concepts,2026-03-02,2026-03-16,2026-07-21,500,Returned
LIB652,STU0923,Ekaja Raval,BK082,Advanced Machine Learning,2026-04-08,2026-04-22,2026-06-22,500,Returned
LIB653,STU0923,Ekaja Raval,BK245,Advanced Operations Management,2026-05-27,2026-06-10,,430,Overdue
LIB654,STU0924,Mohini Pingle,BK041,Advanced DBMS,2026-06-16,2026-06-30,2026-06-18,0,Returned
LIB655,STU0930,Jyoti Munshi,BK116,IoT Essentials,2026-02-12,2026-02-26,2026-02-23,0,Returned
LIB656,STU0930,Jyoti Munshi,BK163,Business Statistics Concepts,2026-03-21,2026-04-04,2026-04-28,240,Returned
LIB657,STU0934,Orinder Sagar,BK148,Advanced Computer Fundamentals,2026-04-15,2026-04-29,2026-06-04,360,Returned
LIB658,STU0934,Orinder Sagar,BK147,Computer Fundamentals Essentials,2026-03-21,2026-04-04,2026-05-16,420,Returned
LIB659,STU0937,Suhani Raval,BK107,Advanced Big Data Analytics,2026-03-24,2026-04-07,2026-06-22,500,Returned
LIB660,STU0937,Suhani Raval,BK199,Fundamentals of Business Ethics,2026-01-31,2026-02-14,2026-07-02,500,Returned
LIB661,STU0937,Suhani Raval,BK268,Fundamentals of International Business,2026-04-06,2026-04-20,2026-04-19,0,Returned
LIB662,STU0938,Pallavi Tiwari,BK157,Fundamentals of Business Law,2026-06-18,2026-07-02,2026-06-18,0,Returned
LIB663,STU0938,Pallavi Tiwari,BK267,International Business Essentials,2026-03-15,2026-03-29,2026-05-08,400,Returned
LIB664,STU0940,Rajeshri Palan,BK110,Advanced Mobile Computing,2026-05-03,2026-05-17,,500,Overdue
LIB665,STU0943,Jeremiah Nagi,BK061,Advanced Software Engineering,2026-05-29,2026-06-12,,410,Overdue
LIB666,STU0943,Jeremiah Nagi,BK137,Fundamentals of Business Economics,2026-05-09,2026-05-23,2026-07-01,390,Returned
LIB667,STU0945,Chandresh Purohit,BK075,Microprocessors Concepts,2026-06-27,2026-07-11,2026-07-16,50,Returned
LIB668,STU0945,Chandresh Purohit,BK097,Advanced Cyber Security,2026-03-09,2026-03-23,,500,Overdue
LIB669,STU0945,Chandresh Purohit,BK189,Consumer Behaviour,2026-05-17,2026-05-31,2026-06-20,200,Returned
LIB670,STU0948,Fariq Mahal,BK131,Business Communication,2026-07-01,2026-07-15,2026-07-12,0,Returned
LIB671,STU0948,Fariq Mahal,BK026,Data Structures,2026-06-14,2026-06-28,2026-06-29,10,Returned
LIB672,STU0948,Fariq Mahal,BK107,Advanced Big Data Analytics,2026-02-07,2026-02-21,,500,Overdue
LIB673,STU0949,Ishanvi Atwal,BK149,Fundamentals of Marketing Management,2026-05-25,2026-06-08,2026-06-07,0,Returned
LIB674,STU0949,Ishanvi Atwal,BK268,Fundamentals of International Business,2026-06-16,2026-06-30,2026-07-20,200,Returned
LIB675,STU0957,Rushil Chaudhary,BK194,Fundamentals of International Business,2026-03-31,2026-04-14,2026-05-25,410,Returned
LIB676,STU0957,Rushil Chaudhary,BK151,Introduction to Marketing Management,2026-05-02,2026-05-16,,500,Overdue
LIB677,STU0958,Vanya Halder,BK108,Big Data Analytics,2026-06-12,2026-06-26,2026-07-07,110,Returned
LIB678,STU0958,Vanya Halder,BK090,Computer Graphics Concepts,2026-06-13,2026-06-27,,260,Overdue
LIB679,STU0958,Vanya Halder,BK175,Introduction to Financial Management,2026-06-22,2026-07-06,2026-07-12,60,Returned
LIB680,STU0959,Faqid Kibe,BK030,Fundamentals of Digital Electronics,2026-05-09,2026-05-23,2026-06-29,370,Returned
LIB681,STU0959,Faqid Kibe,BK258,Fundamentals of Business Communication,2026-04-29,2026-05-13,,500,Overdue
LIB682,STU0961,Yahvi Agate,BK028,Fundamentals of Data Structures,2026-06-01,2026-06-15,2026-07-05,200,Returned
LIB683,STU0961,Yahvi Agate,BK073,Fundamentals of Microprocessors,2026-02-10,2026-02-24,2026-05-21,500,Returned
LIB684,STU0961,Yahvi Agate,BK106,Big Data Analytics Concepts,2026-04-22,2026-05-06,2026-05-09,30,Returned
LIB685,STU0962,Balveer Murty,BK084,Fundamentals of Machine Learning,2026-03-13,2026-03-27,2026-06-07,500,Returned
LIB686,STU0963,Harsh Divan,BK004,Introduction to Mathematics-I,2026-04-01,2026-04-15,2026-04-18,30,Returned
LIB687,STU0963,Harsh Divan,BK170,Human Resource Management Essentials,2026-05-01,2026-05-15,2026-06-26,420,Returned
LIB688,STU0965,Balveer Konda,BK037,Introduction to Python Programming,2026-01-25,2026-02-08,,500,Overdue
LIB689,STU0965,Balveer Konda,BK046,Advanced Operating Systems,2026-06-27,2026-07-11,2026-07-17,60,Returned
LIB690,STU0966,Naksh Doshi,BK237,Business Statistics Concepts,2026-04-01,2026-04-15,2026-05-04,190,Returned
LIB691,STU0968,Mitali Baral,BK254,Business Analytics Essentials,2026-05-21,2026-06-04,2026-06-21,170,Returned
LIB692,STU0972,Tara Bhatt,BK137,Fundamentals of Business Economics,2026-03-05,2026-03-19,2026-03-07,0,Returned
LIB693,STU0972,Tara Bhatt,BK246,Operations Management Concepts,2026-03-09,2026-03-23,,500,Overdue
LIB694,STU0975,Om Rajagopal,BK123,Blockchain,2026-06-12,2026-06-26,2026-07-03,70,Returned
LIB695,STU0977,Zaid Mody,BK197,Business Ethics Essentials,2026-06-04,2026-06-18,2026-06-11,0,Returned
