Student_ID,Roll_Number,First_Name,Last_Name,Full_Name,Gender,Department_ID,Program,Year,Section_ID,Email,Phone,Blood_Group,Hostel_Status,Admission_Year,CGPA
STU0804,CSEDS2025A024,Samarth,Baria,Samarth Baria,Female,CSEDS,B.Tech,2,SEC014,samarth.baria@cpit.edu.in,6624305531,B+,Hosteller,2025,6.21
STU0805,CSEDS2025A025,Yasti,Singhal,Yasti Singhal,Male,CSEDS,B.Tech,2,SEC014,yasti.singhal@cpit.edu.in,7292864087,A+,Hosteller,2025,8.9
STU0806,CSEDS2025A026,Suhani,Prakash,Suhani Prakash,Male,CSEDS,B.Tech,2,SEC014,suhani.prakash@cpit.edu.in,8033635799,AB-,Hosteller,2025,6.71
STU0807,CSEDS2025A027,Widisha,Mistry,Widisha Mistry,Male,CSEDS,B.Tech,2,SEC014,widisha.mistry@cpit.edu.in,8406731966,AB+,Day Scholar,2025,8.0
STU0808,CSEDS2025A028,Falguni,Kala,Falguni Kala,Male,CSEDS,B.Tech,2,SEC014,falguni.kala@cpit.edu.in,7323015124,AB-,Day Scholar,2025,6.23
STU0809,CSEDS2025A029,Akshay,Devi,Akshay Devi,Male,CSEDS,B.Tech,2,SEC014,akshay.devi@cpit.edu.in,9477767684,AB-,Hosteller,2025,8.24
STU0810,CSEDS2025A030,Tanay,Ratti,Tanay Ratti,Male,CSEDS,B.Tech,2,SEC014,tanay.ratti@cpit.edu.in,6408844265,B-,Day Scholar,2025,9.97
STU0811,CSEDS2025A031,Hitesh,Kala,Hitesh Kala,Male,CSEDS,B.Tech,2,SEC014,hitesh.kala@cpit.edu.in,6560049464,B-,Day Scholar,2025,7.68
STU0812,CSEDS2025A032,Oviya,Parsa,Oviya Parsa,Male,CSEDS,B.Tech,2,SEC014,oviya.parsa@cpit.edu.in,8134581476,AB+,Hosteller,2025,6.91
STU0813,CSEDS2025A033,Damyanti,Rana,Damyanti Rana,Female,CSEDS,B.Tech,2,SEC014,damyanti.rana@cpit.edu.in,9157684040,B-,Day Scholar,2025,8.62
STU0814,CSEDS2025A034,Sathvik,Kapadia,Sathvik Kapadia,Male,CSEDS,B.Tech,2,SEC014,sathvik.kapadia@cpit.edu.in,6054396007,O+,Day Scholar,2025,8.76
STU0815,CSEDS2025A035,Caleb,Narain,Caleb Narain,Male,CSEDS,B.Tech,2,SEC014,caleb.narain@cpit.edu.in,8768929010,B-,Hosteller,2025,8.17
STU0816,CSEDS2025A036,Waida,Anand,Waida Anand,Female,CSEDS,B.Tech,2,SEC014,waida.anand@cpit.edu.in,6716333381,A-,Hosteller,2025,6.54
STU0817,CSEDS2025A037,Hamsini,Wable,Hamsini Wable,Male,CSEDS,B.Tech,2,SEC014,hamsini.wable@cpit.edu.in,9805702418,B+,Hosteller,2025,6.23
STU0818,CSEDS2025A038,George,Acharya,George Acharya,Female,CSEDS,B.Tech,2,SEC014,george.acharya@cpit.edu.in,6230683280,O+,Day Scholar,2025,9.74
STU0819,CSEDS2025A039,Balhaar,Rout,Balhaar Rout,Male,CSEDS,B.Tech,2,SEC014,balhaar.rout@cpit.edu.in,9370955564,O-,Hosteller,2025,8.62
STU0820,CSEDS2025A040,Warda,Majumdar,Warda Majumdar,Male,CSEDS,B.Tech,2,SEC014,warda.majumdar@cpit.edu.in,6348990585,O+,Hosteller,2025,6.97
STU0821,CSEDS2025A041,Yuvraj,Barad,Yuvraj Barad,Male,CSEDS,B.Tech,2,SEC014,yuvraj.barad@cpit.edu.in,9088249376,O-,Day Scholar,2025,6.85
STU0822,CSEDS2025A042,Daksha,Savant,Daksha Savant,Female,CSEDS,B.Tech,2,SEC014,daksha.savant@cpit.edu.in,9864776474,A+,Hosteller,2025,9.94
STU0823,CSEDS2025A043,Tanvi,Kara,Tanvi Kara,Female,CSEDS,B.Tech,2,SEC014,tanvi.kara@cpit.edu.in,7876093786,A-,Hosteller,2025,6.47
STU0824,CSEDS2025A044,Mason,Prasad,Mason Prasad,Female,CSEDS,B.Tech,2,SEC014,mason.prasad@cpit.edu.in,6913118292,O+,Hosteller,2025,7.72
STU0825,CSEDS2025A045,Atharv,Nanda,Atharv Nanda,Male,CSEDS,B.Tech,2,SEC014,atharv.nanda@cpit.edu.in,6177921936,AB-,Day Scholar,2025,8.52
STU0826,CSEDS2025A046,Kashish,Aggarwal,Kashish Aggarwal,Male,CSEDS,B.Tech,2,SEC014,kashish.aggarwal@cpit.edu.in,8166658112,O+,Day Scholar,2025,7.79
STU0827,CSEDS2025A047,Nicholas,Behl,Nicholas Behl,Male,CSEDS,B.Tech,2,SEC014,nicholas.behl@cpit.edu.in,6923326418,AB+,Day Scholar,2025,8.7
STU0828,CSEDS2025A048,Bhavika,Borra,Bhavika Borra,Female,CSEDS,B.Tech,2,SEC014,bhavika.borra@cpit.edu.in,8219753351,AB+,Day Scholar,2025,9.3
STU0829,CSEDS2025A049,Ojasvi,Khalsa,Ojasvi Khalsa,Female,CSEDS,B.Tech,2,SEC014,ojasvi.khalsa@cpit.edu.in,7727369174,O+,Day Scholar,2025,6.12
STU0830,CSEDS2025A050,Manya,Cherian,Manya Cherian,Male,CSEDS,B.Tech,2,SEC014,manya.cherian@cpit.edu.in,9278250159,O+,Day Scholar,2025,7.37
STU0831,CSEDS2025A051,Jeremiah,Chaudry,Jeremiah Chaudry,Female,CSEDS,B.Tech,2,SEC014,jeremiah.chaudry@cpit.edu.in,6852938268,O+,Day Scholar,2025,7.77
STU0832,CSEDS2025A052,Nachiket,Sarma,Nachiket Sarma,Male,CSEDS,B.Tech,2,SEC014,nachiket.sarma@cpit.edu.in,6499322377,AB-,Day Scholar,2025,6.52
STU0833,CSEDS2025A053,Pavani,Varghese,Pavani Varghese,Female,CSEDS,B.Tech,2,SEC014,pavani.varghese@cpit.edu.in,8848526821,AB-,Day Scholar,2025,8.62
STU0834,CSEDS2025A054,Dakshesh,Kar,Dakshesh Kar,Male,CSEDS,B.Tech,2,SEC014,dakshesh.kar@cpit.edu.in,8004116646,B-,Hosteller,2025,6.56
STU0835,CSEDS2025A055,Qasim,Acharya,Qasim Acharya,Female,CSEDS,B.Tech,2,SEC014,qasim.acharya@cpit.edu.in,9340550902,A-,Hosteller,2025,6.16
STU0836,CSEDS2025A056,Nirja,Venkataraman,Nirja Venkataraman,Male,CSEDS,B.Tech,2,SEC014,nirja.venkataraman@cpit.edu.in,8337724006,B+,Day Scholar,2025,7.95
STU0837,CSEDS2025A057,Caleb,Baria,Caleb Baria,Male,CSEDS,B.Tech,2,SEC014,caleb.baria@cpit.edu.in,7637677078,O-,Hosteller,2025,8.53
STU0838,CSEDS2025A058,Akshay,Chawla,Akshay Chawla,Female,CSEDS,B.Tech,2,SEC014,akshay.chawla@cpit.edu.in,9248144078,B-,Day Scholar,2025,9.74
STU0839,CSEDS2025A059,Sanaya,Talwar,Sanaya Talwar,Male,CSEDS,B.Tech,2,SEC014,sanaya.talwar@cpit.edu.in,7770539728,A+,Hosteller,2025,7.13
STU0840,CSEDS2025A060,Rachana,Kalla,Rachana Kalla,Female,CSEDS,B.Tech,2,SEC014,rachana.kalla@cpit.edu.in,7197899224,AB+,Hosteller,2025,8.36
STU0841,CSEDS2024A001,Ishita,Kaur,Ishita Kaur,Female,CSEDS,B.Tech,3,SEC015,ishita.kaur@cpit.edu.in,7009578469,A-,Hosteller,2024,6.15
STU0842,CSEDS2024A002,Nirja,Narasimhan,Nirja Narasimhan,Male,CSEDS,B.Tech,3,SEC015,nirja.narasimhan@cpit.edu.in,6575278754,B+,Hosteller,2024,9.03
STU0843,CSEDS2024A003,Lakshmi,Patla,Lakshmi Patla,Male,CSEDS,B.Tech,3,SEC015,lakshmi.patla@cpit.edu.in,8018529567,B+,Day Scholar,2024,7.53
STU0844,CSEDS2024A004,Dev,Banik,Dev Banik,Male,CSEDS,B.Tech,3,SEC015,dev.banik@cpit.edu.in,9142573829,A-,Day Scholar,2024,7.13
STU0845,CSEDS2024A005,Amrita,Sankar,Amrita Sankar,Female,CSEDS,B.Tech,3,SEC015,amrita.sankar@cpit.edu.in,6935695899,B-,Day Scholar,2024,9.8
STU0846,CSEDS2024A006,Krishna,Sharaf,Krishna Sharaf,Female,CSEDS,B.Tech,3,SEC015,krishna.sharaf@cpit.edu.in,9744383498,AB+,Hosteller,2024,8.58
STU0847,CSEDS2024A007,Ekantika,Pau,Ekantika Pau,Male,CSEDS,B.Tech,3,SEC015,ekantika.pau@cpit.edu.in,6854314892,A-,Day Scholar,2024,6.07
STU0848,CSEDS2024A008,Pavani,Ben,Pavani Ben,Male,CSEDS,B.Tech,3,SEC015,pavani.ben@cpit.edu.in,9518894091,A-,Day Scholar,2024,9.65
STU0849,CSEDS2024A009,Unnati,Randhawa,Unnati Randhawa,Female,CSEDS,B.Tech,3,SEC015,unnati.randhawa@cpit.edu.in,8381859123,A-,Hosteller,2024,7.54
STU0850,CSEDS2024A010,Oviya,Sani,Oviya Sani,Male,CSEDS,B.Tech,3,SEC015,oviya.sani@cpit.edu.in,8023339837,B+,Hosteller,2024,7.17
STU0851,CSEDS2024A011,Ira,Sanghvi,Ira Sanghvi,Male,CSEDS,B.Tech,3,SEC015,ira.sanghvi@cpit.edu.in,8458433803,AB+,Hosteller,2024,9.14
STU0852,CSEDS2024A012,Sanaya,Rana,Sanaya Rana,Male,CSEDS,B.Tech,3,SEC015,sanaya.rana@cpit.edu.in,7925841676,B+,Day Scholar,2024,9.99
STU0853,CSEDS2024A013,Jagdish,Iyer,Jagdish Iyer,Male,CSEDS,B.Tech,3,SEC015,jagdish.iyer@cpit.edu.in,9965225669,AB+,Day Scholar,2024,9.49
STU0854,CSEDS2024A014,Mekhala,Nagar,Mekhala Nagar,Female,CSEDS,B.Tech,3,SEC015,mekhala.nagar@cpit.edu.in,9643780706,A-,Hosteller,2024,7.4
STU0855,CSEDS2024A015,Vedhika,Raman,Vedhika Raman,Male,CSEDS,B.Tech,3,SEC015,vedhika.raman@cpit.edu.in,7543208673,A-,Day Scholar,2024,6.09
STU0856,CSEDS2024A016,Hiral,Sehgal,Hiral Sehgal,Male,CSEDS,B.Tech,3,SEC015,hiral.sehgal@cpit.edu.in,6716407589,B-,Hosteller,2024,7.95
STU0857,CSEDS2024A017,Jalsa,Nair,Jalsa Nair,Female,CSEDS,B.Tech,3,SEC015,jalsa.nair@cpit.edu.in,7613655936,A+,Day Scholar,2024,8.95
STU0858,CSEDS2024A018,Riya,Bedi,Riya Bedi,Female,CSEDS,B.Tech,3,SEC015,riya.bedi@cpit.edu.in,9823178189,A-,Day Scholar,2024,6.53
STU0859,CSEDS2024A019,Xalak,Ghosh,Xalak Ghosh,Male,CSEDS,B.Tech,3,SEC015,xalak.ghosh@cpit.edu.in,6858865899,B+,Hosteller,2024,9.44
STU0860,CSEDS2024A020,Watika,Mammen,Watika Mammen,Male,CSEDS,B.Tech,3,SEC015,watika.mammen@cpit.edu.in,9299966019,B+,Day Scholar,2024,9.01
STU0861,CSEDS2024A021,Hiral,Varkey,Hiral Varkey,Female,CSEDS,B.Tech,3,SEC015,hiral.varkey@cpit.edu.in,9605885562,B+,Day Scholar,2024,9.04
STU0862,CSEDS2024A022,Kalpit,Bala,Kalpit Bala,Male,CSEDS,B.Tech,3,SEC015,kalpit.bala@cpit.edu.in,8808883403,B+,Day Scholar,2024,6.89
STU0863,CSEDS2024A023,David,Bose,David Bose,Male,CSEDS,B.Tech,3,SEC015,david.bose@cpit.edu.in,7237976592,B-,Day Scholar,2024,6.12
STU0864,CSEDS2024A024,Janya,Karpe,Janya Karpe,Male,CSEDS,B.Tech,3,SEC015,janya.karpe@cpit.edu.in,9906485414,B-,Day Scholar,2024,6.08
STU0865,CSEDS2024A025,Priya,Natt,Priya Natt,Female,CSEDS,B.Tech,3,SEC015,priya.natt@cpit.edu.in,6579113109,A-,Day Scholar,2024,8.09
STU0866,CSEDS2024A026,Girik,Yadav,Girik Yadav,Male,CSEDS,B.Tech,3,SEC015,girik.yadav@cpit.edu.in,8503768921,AB+,Hosteller,2024,6.88
STU0867,CSEDS2024A027,Yuvraj,Balan,Yuvraj Balan,Female,CSEDS,B.Tech,3,SEC015,yuvraj.balan@cpit.edu.in,9540719689,A+,Hosteller,2024,9.17
STU0868,CSEDS2024A028,Kamya,Kunda,Kamya Kunda,Male,CSEDS,B.Tech,3,SEC015,kamya.kunda@cpit.edu.in,9889528421,B+,Day Scholar,2024,6.1
STU0869,CSEDS2024A029,Aahana,Menon,Aahana Menon,Female,CSEDS,B.Tech,3,SEC015,aahana.menon@cpit.edu.in,8980754545,O+,Day Scholar,2024,9.93
STU0870,CSEDS2024A030,Yahvi,Datta,Yahvi Datta,Female,CSEDS,B.Tech,3,SEC015,yahvi.datta@cpit.edu.in,8075469059,O+,Hosteller,2024,9.19
STU0871,CSEDS2024A031,Advik,Bhatt,Advik Bhatt,Male,CSEDS,B.Tech,3,SEC015,advik.bhatt@cpit.edu.in,7122038302,O-,Hosteller,2024,8.01
STU0872,CSEDS2024A032,Agastya,Warrior,Agastya Warrior,Female,CSEDS,B.Tech,3,SEC015,agastya.warrior@cpit.edu.in,6538650265,B-,Day Scholar,2024,7.26
STU0873,CSEDS2024A033,Aarnav,Wadhwa,Aarnav Wadhwa,Male,CSEDS,B.Tech,3,SEC015,aarnav.wadhwa@cpit.edu.in,9275437876,O-,Day Scholar,2024,7.71
STU0874,CSEDS2024A034,Rohan,Barad,Rohan Barad,Female,CSEDS,B.Tech,3,SEC015,rohan.barad@cpit.edu.in,9532072216,AB-,Hosteller,2024,8.07
STU0875,CSEDS2024A035,Orinder,Malhotra,Orinder Malhotra,Female,CSEDS,B.Tech,3,SEC015,orinder.malhotra@cpit.edu.in,9573770505,B-,Hosteller,2024,6.14
STU0876,CSEDS2024A036,Upkaar,Char,Upkaar Char,Male,CSEDS,B.Tech,3,SEC015,upkaar.char@cpit.edu.in,6451380783,A+,Day Scholar,2024,9.57
STU0877,CSEDS2024A037,Maanas,Acharya,Maanas Acharya,Female,CSEDS,B.Tech,3,SEC015,maanas.acharya@cpit.edu.in,9908727287,B+,Day Scholar,2024,8.28
STU0878,CSEDS2024A038,William,Anne,William Anne,Female,CSEDS,B.Tech,3,SEC015,william.anne@cpit.edu.in,8584564691,A+,Hosteller,2024,6.21
STU0879,CSEDS2024A039,Sudiksha,Mand,Sudiksha Mand,Female,CSEDS,B.Tech,3,SEC015,sudiksha.mand@cpit.edu.in,8097051395,O+,Hosteller,2024,8.93
STU0880,CSEDS2024A040,Ekanta,Vohra,Ekanta Vohra,Male,CSEDS,B.Tech,3,SEC015,ekanta.vohra@cpit.edu.in,9510496194,B+,Hosteller,2024,7.26
STU0881,CSEDS2024A041,Sathvik,Loyal,Sathvik Loyal,Male,CSEDS,B.Tech,3,SEC015,sathvik.loyal@cpit.edu.in,9812049393,A-,Day Scholar,2024,8.05
STU0882,CSEDS2024A042,Upasna,Halder,Upasna Halder,Female,CSEDS,B.Tech,3,SEC015,upasna.halder@cpit.edu.in,7207910097,B-,Hosteller,2024,8.68
STU0883,CSEDS2024A043,Netra,Nigam,Netra Nigam,Male,CSEDS,B.Tech,3,SEC015,netra.nigam@cpit.edu.in,6185064144,AB+,Day Scholar,2024,8.48
STU0884,CSEDS2024A044,Deepa,Choudhary,Deepa Choudhary,Female,CSEDS,B.Tech,3,SEC015,deepa.choudhary@cpit.edu.in,9216262148,O+,Day Scholar,2024,7.52
STU0885,CSEDS2024A045,Harinakshi,Misra,Harinakshi Misra,Female,CSEDS,B.Tech,3,SEC015,harinakshi.misra@cpit.edu.in,9565401345,B-,Day Scholar,2024,6.62
STU0886,CSEDS2024A046,Ethan,Hayer,Ethan Hayer,Male,CSEDS,B.Tech,3,SEC015,ethan.hayer@cpit.edu.in,8244045454,B-,Day Scholar,2024,9.62
STU0887,CSEDS2024A047,Kamya,Bhargava,Kamya Bhargava,Male,CSEDS,B.Tech,3,SEC015,kamya.bhargava@cpit.edu.in,9554339964,AB+,Hosteller,2024,8.73
STU0888,CSEDS2024A048,Banjeet,Chacko,Banjeet Chacko,Female,CSEDS,B.Tech,3,SEC015,banjeet.chacko@cpit.edu.in,7145880688,AB+,Hosteller,2024,6.39
STU0889,CSEDS2024A049,Ekaja,Sama,Ekaja Sama,Female,CSEDS,B.Tech,3,SEC015,ekaja.sama@cpit.edu.in,6889741661,O-,Hosteller,2024,6.5
STU0890,CSEDS2024A050,Gunbir,Pingle,Gunbir Pingle,Male,CSEDS,B.Tech,3,SEC015,gunbir.pingle@cpit.edu.in,9656550666,O-,Hosteller,2024,6.38
STU0891,CSEDS2024A051,Max,Sani,Max Sani,Female,CSEDS,B.Tech,3,SEC015,max.sani@cpit.edu.in,9933428529,O+,Day Scholar,2024,9.51
STU0892,CSEDS2024A052,Bina,Kurian,Bina Kurian,Female,CSEDS,B.Tech,3,SEC015,bina.kurian@cpit.edu.in,9492858102,O+,Day Scholar,2024,7.08
STU0893,CSEDS2024A053,Devansh,Bains,Devansh Bains,Male,CSEDS,B.Tech,3,SEC015,devansh.bains@cpit.edu.in,9291810444,O-,Day Scholar,2024,7.15
STU0894,CSEDS2024A054,Idika,Thaker,Idika Thaker,Female,CSEDS,B.Tech,3,SEC015,idika.thaker@cpit.edu.in,9877054809,AB-,Day Scholar,2024,7.04
STU0895,CSEDS2024A055,Sai,Taneja,Sai Taneja,Female,CSEDS,B.Tech,3,SEC015,sai.taneja@cpit.edu.in,6075638409,B-,Hosteller,2024,7.03
STU0896,CSEDS2024A056,Indali,Malhotra,Indali Malhotra,Male,CSEDS,B.Tech,3,SEC015,indali.malhotra@cpit.edu.in,7512091321,O-,Day Scholar,2024,8.42
STU0897,CSEDS2024A057,Wridesh,Vasa,Wridesh Vasa,Female,CSEDS,B.Tech,3,SEC015,wridesh.vasa@cpit.edu.in,9148453141,AB+,Day Scholar,2024,9.73
STU0898,CSEDS2024A058,Bishakha,Date,Bishakha Date,Male,CSEDS,B.Tech,3,SEC015,bishakha.date@cpit.edu.in,9824575400,A-,Day Scholar,2024,9.31
STU0899,CSEDS2024A059,Dayita,Keer,Dayita Keer,Female,CSEDS,B.Tech,3,SEC015,dayita.keer@cpit.edu.in,9751391673,AB+,Day Scholar,2024,8.32
STU0900,CSEDS2024A060,Victor,Chakraborty,Victor Chakraborty,Female,CSEDS,B.Tech,3,SEC015,victor.chakraborty@cpit.edu.in,9385919926,AB-,Hosteller,2024,7.8
STU0901,CSEDS2023A001,Laksh,Saini,Laksh Saini,Female,CSEDS,B.Tech,4,SEC016,laksh.saini@cpit.edu.in,7840114880,A+,Day Scholar,2023,9.98
STU0902,CSEDS2023A002,Praneel,Arora,Praneel Arora,Male,CSEDS,B.Tech,4,SEC016,praneel.arora@cpit.edu.in,6456905942,AB-,Day Scholar,2023,6.74
STU0903,CSEDS2023A003,Manya,Pau,Manya Pau,Male,CSEDS,B.Tech,4,SEC016,manya.pau@cpit.edu.in,8498797648,B-,Day Scholar,2023,7.76
STU0904,CSEDS2023A004,Upma,Ghose,Upma Ghose,Male,CSEDS,B.Tech,4,SEC016,upma.ghose@cpit.edu.in,9926021103,AB+,Day Scholar,2023,7.67
STU0905,CSEDS2023A005,Gabriel,Palan,Gabriel Palan,Male,CSEDS,B.Tech,4,SEC016,gabriel.palan@cpit.edu.in,7589727839,O-,Day Scholar,2023,8.69
STU0906,CSEDS2023A006,Ekiya,Dasgupta,Ekiya Dasgupta,Female,CSEDS,B.Tech,4,SEC016,ekiya.dasgupta@cpit.edu.in,7621453430,O-,Hosteller,2023,6.69
STU0907,CSEDS2023A007,Sarthak,Nagar,Sarthak Nagar,Female,CSEDS,B.Tech,4,SEC016,sarthak.nagar@cpit.edu.in,6905823818,O-,Hosteller,2023,9.72
STU0908,CSEDS2023A008,Chatresh,Vala,Chatresh Vala,Female,CSEDS,B.Tech,4,SEC016,chatresh.vala@cpit.edu.in,8663600729,AB-,Day Scholar,2023,7.86
STU0909,CSEDS2023A009,Maya,Peri,Maya Peri,Female,CSEDS,B.Tech,4,SEC016,maya.peri@cpit.edu.in,9078375923,B-,Day Scholar,2023,6.45
STU0910,CSEDS2023A010,Dhriti,Mitra,Dhriti Mitra,Male,CSEDS,B.Tech,4,SEC016,dhriti.mitra@cpit.edu.in,7408271372,O-,Hosteller,2023,6.87
STU0911,CSEDS2023A011,Nachiket,Thaker,Nachiket Thaker,Female,CSEDS,B.Tech,4,SEC016,nachiket.thaker@cpit.edu.in,6004948679,AB+,Hosteller,2023,7.99
STU0912,CSEDS2023A012,Neel,Dada,Neel Dada,Female,CSEDS,B.Tech,4,SEC016,neel.dada@cpit.edu.in,6783176510,AB+,Hosteller,2023,6.95
STU0913,CSEDS2023A013,Umang,Gole,Umang Gole,Male,CSEDS,B.Tech,4,SEC016,umang.gole@cpit.edu.in,9797820712,O-,Hosteller,2023,7.73
STU0914,CSEDS2023A014,Eshana,Dey,Eshana Dey,Male,CSEDS,B.Tech,4,SEC016,eshana.dey@cpit.edu.in,9791389533,O-,Day Scholar,2023,6.37
STU0915,CSEDS2023A015,Manbir,Shere,Manbir Shere,Male,CSEDS,B.Tech,4,SEC016,manbir.shere@cpit.edu.in,9529300528,A-,Day Scholar,2023,6.83
STU0916,CSEDS2023A016,Madhavi,Gade,Madhavi Gade,Female,CSEDS,B.Tech,4,SEC016,madhavi.gade@cpit.edu.in,8732907853,AB+,Day Scholar,2023,7.66
STU0917,CSEDS2023A017,Netra,Narain,Netra Narain,Female,CSEDS,B.Tech,4,SEC016,netra.narain@cpit.edu.in,6554371306,A+,Day Scholar,2023,6.0
STU0918,CSEDS2023A018,Fiyaz,Rana,Fiyaz Rana,Male,CSEDS,B.Tech,4,SEC016,fiyaz.rana@cpit.edu.in,6237510308,B-,Day Scholar,2023,6.8
STU0919,CSEDS2023A019,Eshana,Contractor,Eshana Contractor,Male,CSEDS,B.Tech,4,SEC016,eshana.contractor@cpit.edu.in,9821911698,A-,Day Scholar,2023,6.31
STU0920,CSEDS2023A020,Ekanta,Halder,Ekanta Halder,Male,CSEDS,B.Tech,4,SEC016,ekanta.halder@cpit.edu.in,8071951435,A+,Day Scholar,2023,9.92
STU0921,CSEDS2023A021,Qasim,Chaudhari,Qasim Chaudhari,Female,CSEDS,B.Tech,4,SEC016,qasim.chaudhari@cpit.edu.in,9032736556,A+,Hosteller,2023,9.9
STU0922,CSEDS2023A022,Maanas,Dar,Maanas Dar,Male,CSEDS,B.Tech,4,SEC016,maanas.dar@cpit.edu.in,7079177930,B+,Day Scholar,2023,6.89
STU0923,CSEDS2023A023,Nikita,Chandra,Nikita Chandra,Female,CSEDS,B.Tech,4,SEC016,nikita.chandra@cpit.edu.in,7370409809,O-,Day Scholar,2023,9.92
STU0924,CSEDS2023A024,Jasmit,Agrawal,Jasmit Agrawal,Female,CSEDS,B.Tech,4,SEC016,jasmit.agrawal@cpit.edu.in,8262620756,AB+,Hosteller,2023,8.49
STU0925,CSEDS2023A025,Baljiwan,Dua,Baljiwan Dua,Female,CSEDS,B.Tech,4,SEC016,baljiwan.dua@cpit.edu.in,6785642802,A+,Hosteller,2023,9.63
STU0926,CSEDS2023A026,Jagrati,Verma,Jagrati Verma,Female,CSEDS,B.Tech,4,SEC016,jagrati.verma@cpit.edu.in,6755460287,AB-,Hosteller,2023,9.77
STU0927,CSEDS2023A027,Maanav,Krishna,Maanav Krishna,Male,CSEDS,B.Tech,4,SEC016,maanav.krishna@cpit.edu.in,9194270719,B-,Hosteller,2023,7.27
STU0928,CSEDS2023A028,Chanakya,Bahl,Chanakya Bahl,Male,CSEDS,B.Tech,4,SEC016,chanakya.bahl@cpit.edu.in,6261827379,A-,Day Scholar,2023,9.4
STU0929,CSEDS2023A029,Champak,Swamy,Champak Swamy,Male,CSEDS,B.Tech,4,SEC016,champak.swamy@cpit.edu.in,9206908695,B-,Hosteller,2023,8.29
STU0930,CSEDS2023A030,Ekapad,Saraf,Ekapad Saraf,Female,CSEDS,B.Tech,4,SEC016,ekapad.saraf@cpit.edu.in,7000937235,B-,Day Scholar,2023,8.3
STU0931,CSEDS2023A031,Bhavini,Kota,Bhavini Kota,Male,CSEDS,B.Tech,4,SEC016,bhavini.kota@cpit.edu.in,8650242231,B+,Hosteller,2023,7.48
STU0932,CSEDS2023A032,Hredhaan,Dave,Hredhaan Dave,Male,CSEDS,B.Tech,4,SEC016,hredhaan.dave@cpit.edu.in,7176790154,AB-,Hosteller,2023,8.58
STU0933,CSEDS2023A033,Falan,Mand,Falan Mand,Female,CSEDS,B.Tech,4,SEC016,falan.mand@cpit.edu.in,7549090546,AB-,Hosteller,2023,9.59
STU0934,CSEDS2023A034,Lohit,Kakar,Lohit Kakar,Male,CSEDS,B.Tech,4,SEC016,lohit.kakar@cpit.edu.in,6346053297,B+,Day Scholar,2023,6.73
STU0935,CSEDS2023A035,Dayita,Virk,Dayita Virk,Female,CSEDS,B.Tech,4,SEC016,dayita.virk@cpit.edu.in,7833635015,B-,Hosteller,2023,6.57
STU0936,CSEDS2023A036,Faris,Srinivas,Faris Srinivas,Male,CSEDS,B.Tech,4,SEC016,faris.srinivas@cpit.edu.in,8980323614,AB+,Day Scholar,2023,9.46
STU0937,CSEDS2023A037,Meera,Gulati,Meera Gulati,Female,CSEDS,B.Tech,4,SEC016,meera.gulati@cpit.edu.in,6311041560,B-,Day Scholar,2023,9.5
STU0938,CSEDS2023A038,Januja,Chaudhuri,Januja Chaudhuri,Male,CSEDS,B.Tech,4,SEC016,januja.chaudhuri@cpit.edu.in,9748142171,AB+,Hosteller,2023,7.86
STU0939,CSEDS2023A039,Damini,Dugal,Damini Dugal,Male,CSEDS,B.Tech,4,SEC016,damini.dugal@cpit.edu.in,7898583498,AB-,Hosteller,2023,6.9
STU0940,CSEDS2023A040,Samesh,Char,Samesh Char,Male,CSEDS,B.Tech,4,SEC016,samesh.char@cpit.edu.in,6979260335,AB+,Hosteller,2023,6.28
STU0941,CSEDS2023A041,Ishani,Ramanathan,Ishani Ramanathan,Male,CSEDS,B.Tech,4,SEC016,ishani.ramanathan@cpit.edu.in,6023183332,O-,Hosteller,2023,6.1
STU0942,CSEDS2023A042,Chatura,Garde,Chatura Garde,Female,CSEDS,B.Tech,4,SEC016,chatura.garde@cpit.edu.in,7278142677,A+,Day Scholar,2023,9.54
STU0943,CSEDS2023A043,Onveer,Sunder,Onveer Sunder,Female,CSEDS,B.Tech,4,SEC016,onveer.sunder@cpit.edu.in,6850164649,B+,Hosteller,2023,6.37
STU0944,CSEDS2023A044,Faris,Ramanathan,Faris Ramanathan,Male,CSEDS,B.Tech,4,SEC016,faris.ramanathan@cpit.edu.in,6439364483,AB+,Hosteller,2023,7.42
STU0945,CSEDS2023A045,Udant,Suresh,Udant Suresh,Male,CSEDS,B.Tech,4,SEC016,udant.suresh@cpit.edu.in,8457602523,AB+,Day Scholar,2023,9.37
STU0946,CSEDS2023A046,Frado,Buch,Frado Buch,Female,CSEDS,B.Tech,4,SEC016,frado.buch@cpit.edu.in,6095071337,AB+,Hosteller,2023,8.64
STU0947,CSEDS2023A047,Umang,Datta,Umang Datta,Female,CSEDS,B.Tech,4,SEC016,umang.datta@cpit.edu.in,7697080863,O-,Hosteller,2023,8.93
STU0948,CSEDS2023A048,Xiti,Taneja,Xiti Taneja,Male,CSEDS,B.Tech,4,SEC016,xiti.taneja@cpit.edu.in,8874367651,A+,Day Scholar,2023,9.21
STU0949,CSEDS2023A049,Tanish,More,Tanish More,Female,CSEDS,B.Tech,4,SEC016,tanish.more@cpit.edu.in,9181490389,O-,Hosteller,2023,8.41
STU0950,CSEDS2023A050,Neel,Wason,Neel Wason,Male,CSEDS,B.Tech,4,SEC016,neel.wason@cpit.edu.in,7764512212,A-,Hosteller,2023,8.28
